title,link,pub_date,cleaned_text,sentiment,Date,Close,High,Low,Open,Volume
"Reliance Industries posts record Q3 profit at Rs 11,640 crore; revenue down 1.4% - Business Today",https://news.google.com/rss/articles/CBMi6AFBVV95cUxPTDlmNDhkSVMzeU5RanVMSS1VOW9mSTl3eGdYdFdNRTRfbWl4aFZfNlkwTXhHb2hpZVMwQzhIeEsyVDFmT2FkZ2x3cVVHSnlJQnZzQ3VVNU9QakgwbmRvTFFfek9fRnh2VklXcmdwOVlyb0lyS3A0UlZmMmtENWNpWnZKVjlHVEtSdzNWNjdBZVg1VWoxTFNYREJDS05qZU5Sb2J4T0xwa2NYV293ejhJWXN3UUcyWG9lRldtOVFyaDRScG12dS1VOEdtRFpyaHVDTlJvTTd4djR0cW1DOXI5YVhCRDFFYU8z?oc=5,2020-01-17,"reliance industry post record q3 profit rs 11,640 crore revenue 1.4 business today",0.4404,2020-01-17,1079.2884521484375,1098.2997048603713,1064.9505925353108,1092.5827793272006,13200509
"Reliance Industries posts record Q3 profit at Rs 11,640 crore; revenue down 1.4% - Business Today",https://news.google.com/rss/articles/CBMi6AFBVV95cUxPTDlmNDhkSVMzeU5RanVMSS1VOW9mSTl3eGdYdFdNRTRfbWl4aFZfNlkwTXhHb2hpZVMwQzhIeEsyVDFmT2FkZ2x3cVVHSnlJQnZzQ3VVNU9QakgwbmRvTFFfek9fRnh2VklXcmdwOVlyb0lyS3A0UlZmMmtENWNpWnZKVjlHVEtSdzNWNjdBZVg1VWoxTFNYREJDS05qZU5Sb2J4T0xwa2NYV293ejhJWXN3UUcyWG9lRldtOVFyaDRScG12dS1VOEdtRFpyaHVDTlJvTTd4djR0cW1DOXI5YVhCRDFFYU8z?oc=5,2020-01-17,"reliance industry post record q3 profit rs 11,640 crore revenue 1.4 business today",0.4404,2020-01-17,1097.0972900390625,1099.7970324109424,1059.7779573318865,1066.8107292034042,11212671
"Reliance Industries posts record Q3 profit at Rs 11,640 crore; revenue down 1.4% - Business Today",https://news.google.com/rss/articles/CBMi6AFBVV95cUxPTDlmNDhkSVMzeU5RanVMSS1VOW9mSTl3eGdYdFdNRTRfbWl4aFZfNlkwTXhHb2hpZVMwQzhIeEsyVDFmT2FkZ2x3cVVHSnlJQnZzQ3VVNU9QakgwbmRvTFFfek9fRnh2VklXcmdwOVlyb0lyS3A0UlZmMmtENWNpWnZKVjlHVEtSdzNWNjdBZVg1VWoxTFNYREJDS05qZU5Sb2J4T0xwa2NYV293ejhJWXN3UUcyWG9lRldtOVFyaDRScG12dS1VOEdtRFpyaHVDTlJvTTd4djR0cW1DOXI5YVhCRDFFYU8z?oc=5,2020-01-17,"reliance industry post record q3 profit rs 11,640 crore revenue 1.4 business today",0.4404,2020-01-17,1094.82861328125,1103.9258867242288,1087.1152353023283,1102.564674136133,10392840
"Reliance Industries posts record Q3 profit at Rs 11,640 crore; revenue down 1.4% - Business Today",https://news.google.com/rss/articles/CBMi6AFBVV95cUxPTDlmNDhkSVMzeU5RanVMSS1VOW9mSTl3eGdYdFdNRTRfbWl4aFZfNlkwTXhHb2hpZVMwQzhIeEsyVDFmT2FkZ2x3cVVHSnlJQnZzQ3VVNU9QakgwbmRvTFFfek9fRnh2VklXcmdwOVlyb0lyS3A0UlZmMmtENWNpWnZKVjlHVEtSdzNWNjdBZVg1VWoxTFNYREJDS05qZU5Sb2J4T0xwa2NYV293ejhJWXN3UUcyWG9lRldtOVFyaDRScG12dS1VOEdtRFpyaHVDTlJvTTd4djR0cW1DOXI5YVhCRDFFYU8z?oc=5,2020-01-17,"reliance industry post record q3 profit rs 11,640 crore revenue 1.4 business today",0.4404,2020-01-17,1108.6900634765625,1113.8625995481095,1093.490135555696,1098.0727968089955,12853252
"Reliance Industries posts record Q3 profit at Rs 11,640 crore; revenue down 1.4% - Business Today",https://news.google.com/rss/articles/CBMi6AFBVV95cUxPTDlmNDhkSVMzeU5RanVMSS1VOW9mSTl3eGdYdFdNRTRfbWl4aFZfNlkwTXhHb2hpZVMwQzhIeEsyVDFmT2FkZ2x3cVVHSnlJQnZzQ3VVNU9QakgwbmRvTFFfek9fRnh2VklXcmdwOVlyb0lyS3A0UlZmMmtENWNpWnZKVjlHVEtSdzNWNjdBZVg1VWoxTFNYREJDS05qZU5Sb2J4T0xwa2NYV293ejhJWXN3UUcyWG9lRldtOVFyaDRScG12dS1VOEdtRFpyaHVDTlJvTTd4djR0cW1DOXI5YVhCRDFFYU8z?oc=5,2020-01-17,"reliance industry post record q3 profit rs 11,640 crore revenue 1.4 business today",0.4404,2020-01-17,1100.0238037109375,1114.543124241959,1098.095399258161,1109.0983940447277,6775458
"Reliance Industries posts record Q3 profit at Rs 11,640 crore; revenue down 1.4% - Business Today",https://news.google.com/rss/articles/CBMi6AFBVV95cUxPTDlmNDhkSVMzeU5RanVMSS1VOW9mSTl3eGdYdFdNRTRfbWl4aFZfNlkwTXhHb2hpZVMwQzhIeEsyVDFmT2FkZ2x3cVVHSnlJQnZzQ3VVNU9QakgwbmRvTFFfek9fRnh2VklXcmdwOVlyb0lyS3A0UlZmMmtENWNpWnZKVjlHVEtSdzNWNjdBZVg1VWoxTFNYREJDS05qZU5Sb2J4T0xwa2NYV293ejhJWXN3UUcyWG9lRldtOVFyaDRScG12dS1VOEdtRFpyaHVDTlJvTTd4djR0cW1DOXI5YVhCRDFFYU8z?oc=5,2020-01-17,"reliance industry post record q3 profit rs 11,640 crore revenue 1.4 business today",0.4404,2020-01-17,1068.12646484375,1073.979606509246,1013.7014885256095,1014.5409949014582,20414228
"Reliance Industries posts record Q3 profit at Rs 11,640 crore; revenue down 1.4% - Business Today",https://news.google.com/rss/articles/CBMi6AFBVV95cUxPTDlmNDhkSVMzeU5RanVMSS1VOW9mSTl3eGdYdFdNRTRfbWl4aFZfNlkwTXhHb2hpZVMwQzhIeEsyVDFmT2FkZ2x3cVVHSnlJQnZzQ3VVNU9QakgwbmRvTFFfek9fRnh2VklXcmdwOVlyb0lyS3A0UlZmMmtENWNpWnZKVjlHVEtSdzNWNjdBZVg1VWoxTFNYREJDS05qZU5Sb2J4T0xwa2NYV293ejhJWXN3UUcyWG9lRldtOVFyaDRScG12dS1VOEdtRFpyaHVDTlJvTTd4djR0cW1DOXI5YVhCRDFFYU8z?oc=5,2020-01-17,"reliance industry post record q3 profit rs 11,640 crore revenue 1.4 business today",0.4404,2020-01-17,1085.4364013671875,1091.2214951730775,1070.8036652887417,1088.9528474081512,17980493
"Reliance Industries posts record Q3 profit at Rs 11,640 crore; revenue down 1.4% - Business Today",https://news.google.com/rss/articles/CBMi6AFBVV95cUxPTDlmNDhkSVMzeU5RanVMSS1VOW9mSTl3eGdYdFdNRTRfbWl4aFZfNlkwTXhHb2hpZVMwQzhIeEsyVDFmT2FkZ2x3cVVHSnlJQnZzQ3VVNU9QakgwbmRvTFFfek9fRnh2VklXcmdwOVlyb0lyS3A0UlZmMmtENWNpWnZKVjlHVEtSdzNWNjdBZVg1VWoxTFNYREJDS05qZU5Sb2J4T0xwa2NYV293ejhJWXN3UUcyWG9lRldtOVFyaDRScG12dS1VOEdtRFpyaHVDTlJvTTd4djR0cW1DOXI5YVhCRDFFYU8z?oc=5,2020-01-17,"reliance industry post record q3 profit rs 11,640 crore revenue 1.4 business today",0.4404,2020-01-17,1177.8160400390625,1186.9586803579796,1169.2631545676384,1171.758751291034,14222488
"Reliance Industries posts record Q3 profit at Rs 11,640 crore; revenue down 1.4% - Business Today",https://news.google.com/rss/articles/CBMi6AFBVV95cUxPTDlmNDhkSVMzeU5RanVMSS1VOW9mSTl3eGdYdFdNRTRfbWl4aFZfNlkwTXhHb2hpZVMwQzhIeEsyVDFmT2FkZ2x3cVVHSnlJQnZzQ3VVNU9QakgwbmRvTFFfek9fRnh2VklXcmdwOVlyb0lyS3A0UlZmMmtENWNpWnZKVjlHVEtSdzNWNjdBZVg1VWoxTFNYREJDS05qZU5Sb2J4T0xwa2NYV293ejhJWXN3UUcyWG9lRldtOVFyaDRScG12dS1VOEdtRFpyaHVDTlJvTTd4djR0cW1DOXI5YVhCRDFFYU8z?oc=5,2020-01-17,"reliance industry post record q3 profit rs 11,640 crore revenue 1.4 business today",0.4404,2020-01-17,1212.798583984375,1219.6272100857116,1187.4577299048126,1197.8028020107395,15811550
"Reliance Industries posts record Q3 profit at Rs 11,640 crore; revenue down 1.4% - Business Today",https://news.google.com/rss/articles/CBMi6AFBVV95cUxPTDlmNDhkSVMzeU5RanVMSS1VOW9mSTl3eGdYdFdNRTRfbWl4aFZfNlkwTXhHb2hpZVMwQzhIeEsyVDFmT2FkZ2x3cVVHSnlJQnZzQ3VVNU9QakgwbmRvTFFfek9fRnh2VklXcmdwOVlyb0lyS3A0UlZmMmtENWNpWnZKVjlHVEtSdzNWNjdBZVg1VWoxTFNYREJDS05qZU5Sb2J4T0xwa2NYV293ejhJWXN3UUcyWG9lRldtOVFyaDRScG12dS1VOEdtRFpyaHVDTlJvTTd4djR0cW1DOXI5YVhCRDFFYU8z?oc=5,2020-01-17,"reliance industry post record q3 profit rs 11,640 crore revenue 1.4 business today",0.4404,2020-01-17,1205.039794921875,1209.2595303900994,1189.6810859606946,1196.0332520261722,7922880
"Reliance Industries posts record Q3 profit at Rs 11,640 crore; revenue down 1.4% - Business Today",https://news.google.com/rss/articles/CBMi6AFBVV95cUxPTDlmNDhkSVMzeU5RanVMSS1VOW9mSTl3eGdYdFdNRTRfbWl4aFZfNlkwTXhHb2hpZVMwQzhIeEsyVDFmT2FkZ2x3cVVHSnlJQnZzQ3VVNU9QakgwbmRvTFFfek9fRnh2VklXcmdwOVlyb0lyS3A0UlZmMmtENWNpWnZKVjlHVEtSdzNWNjdBZVg1VWoxTFNYREJDS05qZU5Sb2J4T0xwa2NYV293ejhJWXN3UUcyWG9lRldtOVFyaDRScG12dS1VOEdtRFpyaHVDTlJvTTd4djR0cW1DOXI5YVhCRDFFYU8z?oc=5,2020-01-17,"reliance industry post record q3 profit rs 11,640 crore revenue 1.4 business today",0.4404,2020-01-17,1260.6217041015625,1283.1494002072272,1250.0496837600092,1250.4127297876994,19338945
"Reliance Industries posts record Q3 profit at Rs 11,640 crore; revenue down 1.4% - Business Today",https://news.google.com/rss/articles/CBMi6AFBVV95cUxPTDlmNDhkSVMzeU5RanVMSS1VOW9mSTl3eGdYdFdNRTRfbWl4aFZfNlkwTXhHb2hpZVMwQzhIeEsyVDFmT2FkZ2x3cVVHSnlJQnZzQ3VVNU9QakgwbmRvTFFfek9fRnh2VklXcmdwOVlyb0lyS3A0UlZmMmtENWNpWnZKVjlHVEtSdzNWNjdBZVg1VWoxTFNYREJDS05qZU5Sb2J4T0xwa2NYV293ejhJWXN3UUcyWG9lRldtOVFyaDRScG12dS1VOEdtRFpyaHVDTlJvTTd4djR0cW1DOXI5YVhCRDFFYU8z?oc=5,2020-01-17,"reliance industry post record q3 profit rs 11,640 crore revenue 1.4 business today",0.4404,2020-01-17,1111.32177734375,1127.497309299876,1098.9122031202921,1121.9163613256087,16643899
"Reliance Industries posts record Q3 profit at Rs 11,640 crore; revenue down 1.4% - Business Today",https://news.google.com/rss/articles/CBMi6AFBVV95cUxPTDlmNDhkSVMzeU5RanVMSS1VOW9mSTl3eGdYdFdNRTRfbWl4aFZfNlkwTXhHb2hpZVMwQzhIeEsyVDFmT2FkZ2x3cVVHSnlJQnZzQ3VVNU9QakgwbmRvTFFfek9fRnh2VklXcmdwOVlyb0lyS3A0UlZmMmtENWNpWnZKVjlHVEtSdzNWNjdBZVg1VWoxTFNYREJDS05qZU5Sb2J4T0xwa2NYV293ejhJWXN3UUcyWG9lRldtOVFyaDRScG12dS1VOEdtRFpyaHVDTlJvTTd4djR0cW1DOXI5YVhCRDFFYU8z?oc=5,2020-01-17,"reliance industry post record q3 profit rs 11,640 crore revenue 1.4 business today",0.4404,2020-01-17,1088.6806640625,1104.7653444769048,1075.340971862256,1101.4304814344562,20490321
"Reliance Industries posts record Q3 profit at Rs 11,640 crore; revenue down 1.4% - Business Today",https://news.google.com/rss/articles/CBMi6AFBVV95cUxPTDlmNDhkSVMzeU5RanVMSS1VOW9mSTl3eGdYdFdNRTRfbWl4aFZfNlkwTXhHb2hpZVMwQzhIeEsyVDFmT2FkZ2x3cVVHSnlJQnZzQ3VVNU9QakgwbmRvTFFfek9fRnh2VklXcmdwOVlyb0lyS3A0UlZmMmtENWNpWnZKVjlHVEtSdzNWNjdBZVg1VWoxTFNYREJDS05qZU5Sb2J4T0xwa2NYV293ejhJWXN3UUcyWG9lRldtOVFyaDRScG12dS1VOEdtRFpyaHVDTlJvTTd4djR0cW1DOXI5YVhCRDFFYU8z?oc=5,2020-01-17,"reliance industry post record q3 profit rs 11,640 crore revenue 1.4 business today",0.4404,2020-01-17,1101.2943115234375,1125.704926510239,1096.5073845958502,1104.5838085940447,13437911
