title,link,pub_date
Helping local businesses showcase products online with Pointy - The Keyword,https://news.google.com/rss/articles/CBMiswFBVV95cUxQcGphVFM5TUo4Z2tuQ2hHMWJXMEU3cmJiZ3ZuSDVIWU4xY2M2d3lYZ3c3SjVEak9LMkZEYnA1d3BQSlNYdFFRb1kyTzVXNUo4eC1fb2t3M3gxWUNna2prS2hLUVlfWTB1S0RjTGp3UFZZcWdXQ050X1pTQ3IyRXhET1d2S1hoTWVHUWg5b0dnS3ZHWDNfdUZyNFgyTkpGazNpNUtQb3JoTW1JRTBfSXVfOW1FTQ?oc=5,"Tue, 14 Jan 2020 08:00:00 GMT"
Five (of many) new emoji coming to Android this year - The Keyword,https://news.google.com/rss/articles/CBMigwFBVV95cUxNV0RlOEl5X1ZfMWI1T20wY1JEUjN3ZlZjUmVNeThYZEpxbG4tbHMtOUN2Rjk5cTRNYThCWmp5UFU3N0xQMzlueGhkR3A2MjZIRlcwalRJU0FTTDlibzVIbENpbFY2bjlSWjlYU2t4RGN3MTRfWGxXcjJRcTN6X2VGcXpWQQ?oc=5,"Thu, 30 Jan 2020 08:00:00 GMT"
How ClassPass uses Google to support partner studios - The Keyword,https://news.google.com/rss/articles/CBMiqAFBVV95cUxQWjI3OVZ6anhQT0V3RnVZS3NPTzFoMC1EMkxyOGtGTGdCUEhsVE1sVkRBVE5WZG1jQ2tMX2RCRkh0S2VuMGdCaFd4RmVkb2F0M1dTWWdfV3VoTWVwdXdDS3p6ZE1uXzJlSHZwNzA2MHFhOGlDdkhwVEdNUkZTbjBkeUNiOTdyX0V6T1V2cVJWalpnTUJUUnJtM3JPSHV4NUZ3M3ZaQjE3YjY?oc=5,"Tue, 28 Jan 2020 08:00:00 GMT"
How to send a Google Form for others to edit: Know steps here - India Today,https://news.google.com/rss/articles/CBMimwFBVV95cUxOV3NSZUNoSzB5V1FCNGIydDlQVTZjN1lYVVF2RVlvRjhvVTNtNl9DMHIzOWF4WV9pSUNJZllGb3RHS1ctQTNCVWUwQ1RXR285alpuSDhfU3ZpWkFnWVk1R3I4Y08xTldaUUNBMVJNejQ4cEVhbk5tWmhrUC0wdEllZUpjbC03dlhIMGo5VDl0ZVZ4VHZDMHB0UjRjONIBoAFBVV95cUxQcHJ2bzVCSUk3M2V5YzVXdDdjU2xraHQ4bmFQaE5KTGJaUXJoVE5vdU5GVjdUT3NOd0tnVTNIWnRTRUFtVWtZVGxrR2pUbmJuZXpwQXRSNUdXaEtRaVRRaTlJMTVjbUtKOGM0elVRN2JCalB6cWoyQVhaV3RrRWZOQ2M1S1pYNVZzMEtpQmhIN2tVLVVtWlpKM0VzZXV0QmRw?oc=5,"Fri, 10 Jan 2020 08:00:00 GMT"
Discovering millions of datasets on the web - The Keyword,https://news.google.com/rss/articles/CBMiekFVX3lxTE1XNi1sNk82VjA3cXR0dEJSamlDQUVlRE5BdDBYdFlYQ0N2NkZzMEkxMThkWTFUNEZDa253MEFiM3NYalBFV2Q4c05mVmZRZXFjSFhmQUtwOS1vQTZCRFRrMnh5VjVzYTEtMWYyUllGSHV0YWxZUUJySF9B?oc=5,"Thu, 23 Jan 2020 08:00:00 GMT"
Google boss Sundar Pichai calls for AI regulation - BBC.com,https://news.google.com/rss/articles/CBMiV0FVX3lxTE0xdnI0TnViNDZjaWxRd2lVSmVfclBxcHZ3Qi1TV0tBR21kMWd2QjZJVGpKNWJpNEUtZlRxVU10ZU1YbXVqMDlPdm15ckNwOFRDYWVuRmt3Y9IBXEFVX3lxTE1WaEZTMTQxaTdkMlFyM0Z5TWhSbGNSSU5uMFd0dk9RZ00yay1nR2NPT0hHQ1BRQ3pkWUdKd1R1YXZwZmVSbThDOTIzZWxDdnlhbnN6aVZuVG1zMXdV?oc=5,"Mon, 20 Jan 2020 08:00:00 GMT"
AlphaFold: Using AI for scientific discovery - Google DeepMind,https://news.google.com/rss/articles/CBMikAFBVV95cUxPcUJtaHJhWjB4MGoxUWhld3Y0WnZTV2hMQkZscHNTZnc0TGthZGNlY0hiY0hORzNOQnR5SjBrWGxKVjYxaTdLVDBGMUlENG9IdmJfVjI4eERGRVlVTDJ2VGVQRVFGalpkcnlLdVltRGZmZmlNbmdMdVFZQU5fN21jOVFLRTF2YkcxUl9WbzNlZ2s?oc=5,"Wed, 15 Jan 2020 08:00:00 GMT"
Google launches short form video app Tangi - The Hindu,https://news.google.com/rss/articles/CBMitwFBVV95cUxQTFNBZnd5b2F4QUx0MUhfa1N0VVFCYzczakJPcl9uY1JvcnRGWjU0d3RTemdJQ2pZNzRQZHZWbTYwNVA0R3lBY1hndHBsRFdXWGlVX2tKX3VvdFhXNVF2dm8xMTBhN0dXWEx5MlRVaG92V3JzMjYwMTJOQ0pNUUVXR3BXdzJhV0VmQWhFX0ZkZUk2Vy1DdS1tR2xhZUVDQlRoeGp4YlY5SG5XWUMzQWJ5RE02RzdIVEnSAb4BQVVfeXFMUEZDWm1xRkw3Tk9kZkFUWFRmenBsWG5OYlB6LXFzZGxnM2tZMF9qQ0Zwa1FvQ2ZuMEU1cFhyNVNjVzJyTGxPYkNjcnBxTEs5cy00M2xoVmVuX0hIRlh4aGZhaE5HT2hXUmw3NVQzd1JjNzVlZWlyQjBQcHVpNTE4dFFYU3VpaDdzLXFwajh1dnczX1pVN09ERmczMG83SmJRS1AtczlZaUdYSV9RYXQwcVVWbXZSQUxublJkMmJNQQ?oc=5,"Fri, 31 Jan 2020 08:00:00 GMT"
You don’t just need personalization — you need the right personalization - Think with Google,https://news.google.com/rss/articles/CBMi0gFBVV95cUxPdjlhVldsVERBcktMRkFyTzY5bmpNeFNtZlRFS3ROb0RHU1owanBWZ0h5ZnBjaU9YNjZBemxfSmRfSHpvQzl6NmhWa2JuNkl5VWt3VWFkUmxsc0lUSjR4UVEtT0dhMUwzbWlTdjBLXzV4dmZTVlRmQ2lkMmxkS0NsWkNpbEVqblQ2eDU0aUZ4RXhyNmtFR25BUkp6VjN5OHdUcVRwcGJhREQ5X09TbWpabmZEZzV5UlBaZTFFT29YQzZIbFFxWnI3Q3NRUUo3YU5mSmc?oc=5,"Sun, 19 Jan 2020 08:00:00 GMT"
Google Launches SOS Alert For Searches Related to Coronavirus - Search Engine Journal,https://news.google.com/rss/articles/CBMiqAFBVV95cUxQVExlYU5ZTzByWmh0T0ZacFBibnVzekRQVWtzYTJTYVFhWUZwYXkzZXRqYVVxa3NPVDQzSUhhdXNhOEFGNktuNTJoX3FQdEpqckFyOUVBdUxXUXFvanFmcnhhYU9VWEs5ZE5McUY2UW9lWUJ5YkRFRndGYUNidEhvWkdVa1RxXzEtZ2t2Z2tSVmR3R3lJYVM3N3JZSkRiaEFWZkFldi1tMlY?oc=5,"Thu, 30 Jan 2020 08:00:00 GMT"
Setting Up Google Authenticator on Multiple Servers - DevOps.com,https://news.google.com/rss/articles/CBMie0FVX3lxTFBadFNQRVlFdlZoREYza1QwUjVLMHpDVENFc3hjOXZqWkltbzdIM2pfNHhuaU9JeUY1bzN6TnZveFhHaXp3dzVRM2ZDbmJsNFk3aUdTN2ZqbUViekhLLXVyaVF6ejhlbVhZOXBWU3FqbEVaazdXS0JlTkJJYw?oc=5,"Fri, 31 Jan 2020 08:00:00 GMT"
"Google to ‘phase out’ third-party cookies in Chrome, but not for two years - The Verge",https://news.google.com/rss/articles/CBMirwFBVV95cUxOaW1YeVBWTmdYTWc1dFpLeUVlZmpyM1pQNVlMa1ZCaTViT19INVBFTk5JQnRtcVpwUkFaakhTZThodU1YeTljQVFWT3JoTlBESXQ3MGMxUGJGcnoyeXlZbVNCRGJ1aWpCTUtaUUxfSUtTR05qTWpodThONTgxellUTGFsZWh4R1dqQmlNNG16YjFuMGlYUmlZRXBLTFdYelFmOVhnNkM4QmdqbHRsdVJ3?oc=5,"Tue, 14 Jan 2020 08:00:00 GMT"
Here’s why Google paid close to Rs 50 crore to 'hackers' - The Times of India,https://news.google.com/rss/articles/CBMixgFBVV95cUxONGduRWxXVkFJSEF2ZjVrTlFlOWlxWGtkRldhenRERnJfaW1hN0pFeFFWc0ZLQ0Q1Y1dJci1jMkh5NW9LWVZDQmhWcmZmNnhQMnpUQkFYYUJvMlBRSng0ZTFzdzBxMDEwRVpFeXN4alM2blY5WUlfQjd5dE11cm9pc3ZBYnhoaUFOdjlZaXJndGpxX3RwN244MlprMjd5MHJOT2l5bGMwbmJLZDJfSFlzY0sxTnFUZ2pmWnR6UGMzYnJ2RE1uX2fSAcsBQVVfeXFMT0NmNm1ldmdBejhzVGw3QnhwWEdwaERGMGVKR1JKR1N4MklvQ1VabXhFVGlDbEdkQVZrbVl5NmdXaUgybnBDNGpJUUFOWGFoLUE4bFlyWFRseEdWaG02eWlHMVJCTVdkS3BicHZUcnN4NU5ENWNqQ0FIYVN0YXNPN19jcGZUSlFGWm50MGstdGZWNWRGZ1FpekRoSWJvOVJvNVV0S2NkNXVza01JazhQQ2pvZ0FCRHRjVHRBVGtyOThTeGwtMXZiU2F3QWM?oc=5,"Thu, 30 Jan 2020 08:00:00 GMT"
The evolution of Google Maps - Geospatial World,https://news.google.com/rss/articles/CBMicEFVX3lxTE5WNHp3UUdMbnA0RF9MR3g2cnpZVU1VelJEODRhQjcxRVF5R21KdkVIQmVYc01haUxJbHJNNVlFZFBwU1hnZEpUbU9lWkdjQzVzVG5SWmpoYlFlUGp0RkE1TlBETlpuZVg2Sk1xRnV6OE8?oc=5,"Thu, 23 Jan 2020 08:00:00 GMT"
"Google Acquires AppSheet, a No-Code Mobile App Development Platform - Appinventiv",https://news.google.com/rss/articles/CBMikAFBVV95cUxORE5QY2xiNU9FVnpPVWU1SGhSbTc3ZmVhWlBkdE55eUlOamNac1BWSmJOSmlGUldaSEF0WTZ4QkZnc3FJX0xEajRZNGprSkpRT3V4RUJDLXVJOGJmR2dZMGZXY1VDdFRpM3B4Mk4tanhheks4R3JqNlY5bUk4Mkx6R1lqclE2V1kzckZSaVNFTDM?oc=5,"Wed, 15 Jan 2020 07:27:43 GMT"
Google announces Tangi app to take on TikTok: Here's how you can download and use it - India TV News,https://news.google.com/rss/articles/CBMiqgFBVV95cUxNdTNZYlhoR3dsbnJvX1FMOUluUmp1XzFVZ0FqNEhfZUltbEI5S3I3QkRnN2d4aHU5NTJZNmV0a1JxQXlBQktQTGVzMS12Z05kNEwyMGU4dEUzeDc3Q1dtZFFTSFdHbjkxbEJWRXVHd25GMkZxUDlqQUJOVW13eVZGcWg3NlZfeDdoVVV2R0YzNW9adGgyWHRDWDdlUzY5XzJLTlVzRlNWbTVpd9IBrwFBVV95cUxQcC1wckEyNVRzclpOZWVlS1BRLXJhV3BwYU5TM2V2c1luN3ppdjhvMkVjX0FiLTl2V2JxMjlsRGNNZG90Z0JUU1NyTE5tUUxKX19FQllpYkNqZXZMZVJjd1k2aEY1TGpYclpBYmVFVnRFeEo5aGlSS3h6ZGxVMVBSbFJaT0o0T2pkbTVSb2dsLWRua2RMRXVWY05tMDEtN18tV0E1dUlNaTh3SGFQTUxz?oc=5,"Thu, 30 Jan 2020 08:00:00 GMT"
"Google says it will no longer use 'Double Irish, Dutch sandwich' tax loophole | Alphabet - The Guardian",https://news.google.com/rss/articles/CBMiwwFBVV95cUxPbEJOa0dqNEE2alNQUG9iRlp2MU1nWWx0dU5BQ3gwb0hDRFNEdXdBY05mdHdIT2VkUm1iTnZNMEU2dzlmYTVyS1RINlJkYjVRLW5nRjBKUWp2c2dfY0VmMmpSeV9HVUFFS1lfTDZfMndUZTRieEM3ekFVMVpvQ3RBdFhFLUx3QmRxdENtVWpfVHJpYUNPbXlDNXVZT2ZJcUF6OXpId1hsYVlvXzhCejFkeUpPLUhkNkpuelNwUnEzdmNGNmc?oc=5,"Wed, 01 Jan 2020 08:00:00 GMT"
The latest data on the January 2020 Google core update - Search Engine Land,https://news.google.com/rss/articles/CBMilAFBVV95cUxNVjJXOFNRZEMzS0cyMzFIS3hyREtJcm55NDIwczBCSkc5N29TVXdXOHRZSzVrdHh0THQtNWVBel8wQk13ZXFJbDFfY3ZYNktfVThmZURuOVIxQ1dOTUVPeTJoUTFiamhnYWd4ZXlud3lTdGJjYXRSUWtJV0d5NXlPaGl6UmpqbjM3cTNybXg2bG1sRkVK?oc=5,"Mon, 20 Jan 2020 08:00:00 GMT"
An insider’s look at Google’s web framework contributions to Next.js and more - TechRepublic,https://news.google.com/rss/articles/CBMirwFBVV95cUxPSWZPZ0szMzdTRnlPYjNSYWItV3piX3RKbVV6dlE1V0E0bUJXc1YwZHJmbnk0TGNXWkRNWC12QVNNTTU0cE0teHhmRWJpWDhEMkhteV9kVEhhaW05eDN4ZGNZaHJvZ0JqeVQ5T1psTHFkOC1oNkI4MURkMDVnekFQdk5IM2V0dlM5MGFyVkNBbk5MOWZiRU1ZeHBETy02RGRMbVp1V0dERElDQ3N1bExv?oc=5,"Sat, 01 Feb 2020 08:00:00 GMT"
Google Pay Co-founders’ Indian Neobank Has Raised $13.2M - PYMNTS.com,https://news.google.com/rss/articles/CBMipwFBVV95cUxQdThVeEhXWWR1c2I5Q2RDQVRYN2pvbWNjZnZ0RS1lRlFQY1oyTWxsYnFLZWMzNjdicXZGOEdsNHkwczFScXBKdzNkNGFIdTRwbUJ1dEFsVjlFTWlSVklrSHo1Njd3dGxhWHE5bGFxRXZHbklkUmNvUlN2WVJWUDc1VHQ3dnlSWEZ3bHBvcjR2SDF5VWVZRGF6N3hFWUxnMkdRMFpsUExQVQ?oc=5,"Mon, 13 Jan 2020 08:00:00 GMT"
Google January 2020 Core Update rolling out later today - Search Engine Land,https://news.google.com/rss/articles/CBMijwFBVV95cUxOM0Npd3M2T0h4Z09aRVFNZ2lRdXRjaXB6MzJkR2RUcGlJLUtPdDdKRVJCenNRMGhncHlJaUZLdm12WG0tZ3JfRWo3UTZrWHBSMGQ3dk5IOEY1SG1rcEZqVlpZUnF2RWQ1QVlnUmY4Qm0yVEFDcEc1U0xTYTlLX3IyRy1HV002bHkxcTRCOVFHVQ?oc=5,"Mon, 13 Jan 2020 08:00:00 GMT"
Google offers IBM AS/400 apps new home in its cloud - CIO,https://news.google.com/rss/articles/CBMilAFBVV95cUxQZElUcFlyRU95d3dwdnI4OXlZWXVNMkllOVlxUkhadHVMMXlKbkxGLS1kY3U0YUFyZE5kY21JSGVTXzdTQjVtMDNwWTNrTHROTnJNU1RLT2tXZDdTS2phY0tGMTE1VTNaN2dIREptYXRUdDdBTmlkUWszTzlyX2NBZHh0RThaS2ZfS1RKZi1pSnpvdkNw?oc=5,"Mon, 20 Jan 2020 08:00:00 GMT"
How staff came to question Google culture - Financial Times,https://news.google.com/rss/articles/CBMicEFVX3lxTE14NndKVk9TeGkwWjZndTNKek8yNXhwdXBJV1RyMnpRM2o4WkJTMUltN1BfaTI5XzJzaGRCVW8tTFlDbUdnMFNvMW9DTWYtRHM4MGhOY0p4bm9rZUY5UUVKVnFQTzM0b3czR25fVHpWbEg?oc=5,"Sun, 26 Jan 2020 08:00:00 GMT"
Google Ads’ Performance Planner can help predict performance across accounts - Search Engine Land,https://news.google.com/rss/articles/CBMisAFBVV95cUxOZXBhS3VGU1cwZzd6MmJxRXFpN2YxeTViR0djNHN4VHU3a1FSN0ZEbmxfanEySXVIbXBtTFE2anpRcjdvWkZ4SFJWYlFIN3FVLUltU2pOazQ4dUJuWXd5c0lJb2RORjcxU19vT0kwMmcyLWgzakZROEpLamx6S3VtekxnUDdiQnNaaEhSOGJwNG9ST2hQWEctOUQzZnA5OGVxa0ZRam42T3RIZjkwaGhtMg?oc=5,"Fri, 24 Jan 2020 08:00:00 GMT"
Google Privacy Sandbox: Say Goodbye to Third-Party Cookies in Chrome - CMSWire,https://news.google.com/rss/articles/CBMirAFBVV95cUxOX0JXRTdxYjFOMXA2c1EwM0hjd0Q0cHU3NHZ1a1RsWlFWc01lLVRQUXdtYV9jYkx3N2Rpa29HTkNqNzhfNk1fSEl3U2tCak0tYi1ZZmlzRmR5UHZxbFc2MHJaN1lPM1VCbmhEVUtjanlHYjZCU1k0UUN4ZmxqcUFPUHdUQjJkSHh2QW1vcE0wcVNaRVJxVk9uYVVKdTVMQWltRUlfeHdWTFVYR1Zk?oc=5,"Mon, 27 Jan 2020 08:00:00 GMT"
Google Pay starts accepting school IDs in some US universities - GSMArena.com,https://news.google.com/rss/articles/CBMipAFBVV95cUxOWnlrYjZIYW5oMlVpMTlLMXBGbnRVV0pnUzVfY2tHLUdaWmhlWGc0Yk5uZWdEYldJMVpjcmsxMjlTbWQ3MlUwZEJnTVdzRGlFUW1KN3pFLVRPcGRBSWZHZHNFZ00tcmVxZlF4alBPYTFzVHVuSXBrbmZqQjVzOWxDVVFHSzNuemFYbFZwVnVMRDBJcW5kR2ozT3hUWU10VjFWZEs5cA?oc=5,"Fri, 10 Jan 2020 08:00:00 GMT"
"Google Chrome adds built-in ‘Watchlist’ to bookmark movies, TV shows | Mint - Mint",https://news.google.com/rss/articles/CBMixAFBVV95cUxPOTk3UXRXaW9ZWVNMZnAwdXF0VHZ2al9oSjY4eS0xWUpfd01TbEd5bVlXc2wxRzBPNlVkM0QtYnJSOUhucDRPSzM2dFBmX3B1a1BVVnhCQUc3VllkN0hmdmpPcTh4ZEwzNnlKLWhWTXZuZjFNem1oU3VFSjJUV3h5Qzl1UHBNZmQ1c0pPWUtROUg5T2NsS1ZyUlJHMVVINjRSNUhMVDgwVjFkbTVRaVVRc240NjAwajBpME1udDROQnB5V1o10gHKAUFVX3lxTE5BWWo5bWNLSjI3Zk1CbjNlU254TG9iN3F4N1ZjN3pBTjlfTXhqbmZoSFdHTVNYdmFKOUt3M1lETWFnMGFCWWxYdV9yb1BYdnRPRHNrV3BQd1JSTHlYQXBJSjFDTWtmUXY3UVpVMXh0eTJ4NGMwTmlKd3EzT0ZMRWpQN0ZJZzR3bThlbm1QLWFWd0xyTDJraDE1S0oyVkZIQlhqNVdKSlJOSF9VZkhZdURvYmRSVFJFOFVXVjQ0dHBJSFFWN1YtaWMycEE?oc=5,"Sat, 04 Jan 2020 08:00:00 GMT"
